imb,Spyder,Spyder,Spyder,Spyder,Spyder,Spyder,Spyder,Spyder,Spyder,Spyder,Spyder,Spyder,Spyder,Spyder,Spyder,Spyder
clf,dt,dt,lr,lr,nb,nb,svm,svm,knn,knn,rf,rf,BagNB,BagNB,BagDT,BagDT
metric,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score,matthews_corrcoef,pr_rec_score
activemq-5.8.0.csv,0.18912011632075096,0.26354552944788656,0.2883600414476397,0.30414063072582986,0.2814887543461204,0.3849280716015148,0.29319077640585145,0.32855072787258377,0.18070935687663628,0.20800957072700502,0.2778589886990691,0.3190394537504102,0.2836151198159232,0.38222857015192574,0.2635096003496117,0.3220411588884341
groovy-1_6_BETA_1.csv,0.3164372747071894,0.4384004522602509,0.3464256299148177,0.3537162216560757,0.2259459236312696,0.3991544078545512,0.352759083241454,0.4035836696626117,0.2910508228913187,0.3417092685152273,0.4441846535017861,0.4613615461402221,0.2500179994513509,0.3693066315218213,0.4505562556530603,0.4478519134291112
activemq-5.3.0.csv,0.2593123636700433,0.3729305002095188,0.3638697081560896,0.4563906440645096,0.33580857177694795,0.4529266215373444,0.3938829210320812,0.4858649664461367,0.3099927558060989,0.3438027869547671,0.32682576827063115,0.4720161154324092,0.3323948370041521,0.4595864853577914,0.29982619156229845,0.468299117208784
wicket-1.3.0-incubating-beta-1.csv,0.2071615127151134,0.3622015857245677,0.2808203375026081,0.3925812365097425,0.3133930965116698,0.453115476986619,0.3230199312880167,0.3295235314430311,0.19611942028272095,0.3231660787009145,0.29016029477045185,0.30376717253665925,0.3132459517998945,0.4416445704181922,0.32422028297763605,0.32751200559859794
jruby-1.1.csv,0.3721740159555089,0.5384340425101402,0.3943899295613136,0.5432299004724154,0.3806247670180421,0.6042254691872045,0.4258427109585007,0.4737324175081156,0.33307468194732226,0.5870312401427225,0.44828664505662735,0.6209869906592216,0.3722316595312353,0.6157555511161974,0.4784602764528153,0.5946366720931451
jruby-1.4.0.csv,0.3342164267721859,0.5202047118641472,0.3690589144770227,0.5824496559907094,0.4211816627613972,0.592495409750035,0.3787733999519776,0.5313348568487769,0.2948355189503032,0.4806666901490412,0.4177880634508174,0.5739625533345438,0.4285843995528131,0.6019350926411117,0.4432728635062886,0.580787984862645
lucene-2.3.0.csv,0.3742921366319985,0.5883179356026862,0.4014658057021113,0.5762783681283037,0.4104222094198737,0.5810179131238224,0.4947989142370819,0.6361729721475234,0.3978212784950352,0.5656230465501842,0.5551920309831554,0.7083279201133549,0.40725745177587147,0.5957037542174809,0.53154215792436,0.7246440021915418
hbase-0.95.2.csv,0.1339470155088515,0.4205044368313423,0.15924315202934433,0.4150791385738559,0.31087790042482744,0.5297137981020895,0.267858553663672,0.4711691916452193,0.13447714586925008,0.3767468648727295,0.1892163072282971,0.4431281301436997,0.3118954406703577,0.5402936770388062,0.17695369913128906,0.4291551626395603
lucene-3.0.0.csv,0.18639114163432316,0.3406331609420199,0.30029174559464256,0.3411324793477339,0.30453455410173885,0.3059711490315905,0.28638644236326394,0.3231606809405098,0.22255198331883855,0.2634181516564063,0.21579627902671164,0.2753299513562854,0.30369706798101803,0.3080193224913396,0.17576470860546525,0.28568234656870384
camel-2.9.0.csv,0.096275757438546,0.1276308071139551,0.21060085064364453,0.17529774157105887,0.22629703053039724,0.3545162575421444,0.2875416248976865,0.2357288650832714,0.18992739012651724,0.1451278428271986,0.20011428548230847,0.18309491858647625,0.2190553645044401,0.3442764952960615,0.21192522917404252,0.20140949562984573
wicket-1.5.3.csv,0.09156169816678296,0.1481343188079686,0.15215005685749428,0.1616773576166306,0.2028419420119997,0.3178610901250613,0.22146871638581456,0.1871410833844282,0.09991646949395748,0.10492140854738237,0.09678263923715594,0.15619386277498662,0.2006691368795316,0.29213999964490844,0.07720596889599196,0.16630685184991384
lucene-3.1.csv,0.1457136325477683,0.2572825486622892,0.18873317152307045,0.2442236046581773,0.17316767544144554,0.2328794400335097,0.18377612562493054,0.16714264849881172,0.15217079028172156,0.17343028386427942,0.18232212142878906,0.1551737256171662,0.17375432454516934,0.20951021435811312,0.1744155480643958,0.15650436252657826
groovy-1_6_BETA_2.csv,0.2908512782510637,0.39942944919708784,0.2152664873700816,0.30181887645750377,0.22065385703250293,0.3603247357648966,0.3120358758495753,0.3046844110676101,0.3410894893794596,0.4296413400328144,0.3716393181783373,0.4497588242411274,0.23212197263453185,0.31846369998679513,0.3841417477669523,0.462715956410957
activemq-5.2.0.csv,0.24033702005667826,0.3556508598445315,0.3663391818171787,0.4195326628635613,0.37697230053313335,0.536475654213624,0.465641430132553,0.5350959068623762,0.22613926081569125,0.2909136736590698,0.2688095641905351,0.4134056258617653,0.3557091969153348,0.5442452018388517,0.2340644839068857,0.41703944623255945
groovy-1_5_7.csv,0.2406960296827301,0.3596132537487403,0.2602809296378163,0.30280922121079323,0.2334181938263146,0.4586025845822159,0.3307059978513909,0.4068206705260437,0.222220107142892,0.3428521936391708,0.3591998980134135,0.4072398647054121,0.2066399979737124,0.4627081802270071,0.424182610108934,0.4598020733675871
hbase-0.95.0.csv,0.10095176325989784,0.35218973279120297,0.2219816013841665,0.3964634490550841,0.301884680559404,0.4738773107377363,0.24753664255976135,0.4144006282713613,0.1027027272443337,0.3186959746884892,0.1870109144461987,0.39869723673078816,0.30495891852173435,0.47226177172285205,0.16275108362918073,0.3979015836850886
camel-2.11.0.csv,0.18715285583703015,0.2135297723265845,0.1812351437883377,0.14501641872006302,0.1739930242370235,0.24331746739257645,0.20347310616535388,0.1776446847413079,0.1694928847046511,0.14930778757855115,0.2152875664380912,0.2635315445050756,0.170110281948274,0.2304384913379694,0.16682905778820598,0.2460913693076325
jruby-1.7.0.preview1.csv,0.23232448106762504,0.3325813027654851,0.2667655346444919,0.2965146915328267,0.2957237100627586,0.41367050177322384,0.34423488457635104,0.311214151962086,0.21113201521748096,0.2689091607869237,0.3211510103889175,0.31480760508362005,0.28158691001992153,0.4015578558433685,0.2809279512809321,0.3188528199180606
hive-0.10.0.csv,0.1685197477881875,0.3050902138590377,0.3016968771195069,0.3759596487015419,0.4187603488688593,0.4682757891566209,0.2924121051329658,0.3296465364716554,0.20517023452059696,0.2972179154525151,0.16017259692963934,0.3573131447848176,0.415035702190146,0.4534286747360093,0.0844244194454716,0.3538555310206861
camel-2.10.0.csv,0.1421667382855609,0.18690927350346626,0.2236754089954354,0.1729201904852044,0.2374304104444531,0.341812732218526,0.2791060047776595,0.215041919701439,0.16016892893416113,0.13764171138472164,0.20230788643748293,0.1780817882626008,0.2391184100322897,0.33760624225903235,0.1622854867759651,0.17610106415138607
derby-10.2.1.6.csv,0.20600727218977966,0.5433337251598231,0.31829315407166103,0.6002699631722986,0.4280908003020346,0.6838479944241194,0.34504892992914304,0.65007729757342,0.2389986366089269,0.5295019979253062,0.208894877650652,0.6368915190033937,0.43733311594447377,0.6891736594821666,0.1603502736882564,0.6306911199688511
jruby-1.5.0.csv,0.2694230114710931,0.4655939909057447,0.27731683625070225,0.3833380543608053,0.32772471659456875,0.5017789956296353,0.29482927720751045,0.2776437009542617,0.25491735837890384,0.4540523087105787,0.3400414976937989,0.4297094703940696,0.3293486700747524,0.5098260416887165,0.3632286002928488,0.4187704703668279
derby-10.3.1.4.csv,0.19502471790157572,0.5110524465928421,0.3697958177726475,0.6370837169047988,0.3937907483575728,0.6319093491195532,0.3217144436835057,0.6104558355287374,0.2239632046112474,0.4774783859349113,0.19619218233924116,0.6024443829275123,0.4017176231917817,0.6432904949656246,0.11058141695990016,0.5726307011609331
lucene-2.9.0.csv,0.2426209360884768,0.462074266623575,0.31393866836620005,0.4228784103456818,0.3299246677629501,0.4722846420062527,0.3654398206905444,0.44736792667132497,0.2416437907741888,0.3948561766304018,0.3079804751440854,0.42132446922122535,0.33197164304345184,0.4551773949829735,0.30667536968771913,0.43083329245013
hbase-0.94.0.csv,0.2524988528133329,0.4659411613967354,0.2606077888676632,0.4604213687284326,0.39918224694928656,0.5280735293784102,0.34978200244389823,0.5051843405817974,0.2629682174029248,0.4496624778660328,0.259165637657132,0.5209710097421844,0.4072592617223984,0.5581799242946129,0.269014135688619,0.5258801952831952
camel-1.4.0.csv,0.20410441068617186,0.44037517765302003,0.2677811944834149,0.41360566856414094,0.325156209709538,0.5050583562289692,0.32748003486448746,0.4115765788370989,0.1816465367406016,0.3591248213373547,0.29482504917106805,0.43292945335125343,0.33423446083275016,0.4987333364529787,0.32388854165824604,0.4762638391571877
activemq-5.1.0.csv,0.2075350950683942,0.2986393201241039,0.2556809610675409,0.3107429207621753,0.2982545244017725,0.419826927611853,0.3246319466162808,0.3709280350162615,0.2153831241315119,0.2574497742619791,0.3130040977379378,0.3582503185927054,0.3110068229357347,0.4102324674537636,0.2980245117284513,0.36270017109736896
activemq-5.0.0.csv,0.22927871627914306,0.40753784293328893,0.40467868757723535,0.5473136232743715,0.44625879743249136,0.5737873090586173,0.3763824898832404,0.5267666199327024,0.2554011470360484,0.3954632340631858,0.2049110095428958,0.5223593614984476,0.4334521172534452,0.5817963369497157,0.17868016754912314,0.5127973125475498
derby-10.5.1.1.csv,0.22445842163652008,0.37434293671989577,0.3258339309909113,0.44713998972177343,0.3871802342803124,0.5059993993770712,0.3607357414477334,0.4530052499568882,0.26987282282521274,0.3462651548132648,0.2755305535773817,0.460244301872963,0.38394973247018377,0.4972227874329852,0.28654594698012903,0.4611157482162378
wicket-1.3.0-beta2.csv,0.18802970957839604,0.3425457915091412,0.22195236775676352,0.2876381259566644,0.3013760964642327,0.4159164039265261,0.272653781975137,0.2706571063422005,0.18122043835418145,0.29114635016932644,0.26351857875368195,0.2775788203391224,0.3069101828751243,0.4065758805988639,0.2552943007829149,0.2855852644062987
hive-0.12.0.csv,0.054355427093069286,0.1547655421585541,0.0847730862849326,0.17618850742742762,0.17930112136556015,0.19589850679455006,0.0917217217380142,0.15804070886228164,0.07798778656433837,0.1472514571115291,0.03251328505384663,0.17648564712008974,0.17965126052736952,0.194570377121457,0.02518011046611036,0.15992338486190558
hive-0.9.0.csv,0.22487658007873051,0.4836119427408669,0.3169528593184732,0.5320796229447827,0.4594015251126251,0.6055711814178271,0.30603600236341744,0.523250767345948,0.2113320754754744,0.4349241236835856,0.2526823838485549,0.5244885397642308,0.4420783491604237,0.591239919047117,0.22403829299489925,0.5344727597469979
